"Dynamic Send: Asset Title","Archived Date","Product","Sub-Region","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry"
"FY27_Q2_GFM_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Switzerland & Liechtenstein","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","MM; GB",""
"FY27_Q2_GFM_IS_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Israel","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Israel","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27Q2_EN_FieldService Webinar_Next Gen Mobile Workers","5/13/2026","Agentforce Field Service","UK","","Agentforce Field Service","Rob McGlanaghy","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB",""
"FY27_Q2_GFM_NO_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Norway","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Norway","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27_Q2_GFM_BE_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Belgium","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Belgium","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27_Q2_GFM_UK_Agentforce_Voice_Webinar_DSE","5/5/2026","Agentforce","UK","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","United Kingdom","English","Customer; Prospect","MM; GB",""
"FY27_Q2_GFM_NL_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Netherlands","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Netherlands","English","Customer; Prospect","GRB; MM; GB",""
"FY27_Q2_GFM_DK_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Denmark","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Denmark","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27_Q2_GFM_FI_Agentforce_voice_webinar_DSE","5/13/2026","Agentforce","Finland","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Finland","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27_Q2_GFM_BE_Agentforce_Voice_Webinar_DSE","5/5/2026","Agentforce","Finland","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Finland","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27_Q2_GFM_IE_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","Ireland","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Ireland","English","Customer; Prospect","MM; GB",""
"FY27_Q2_GFM_MDE_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","MDE","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Qatar; Saudi Arabia; United Arab Emirates","English","Customer; Prospect","GRB; MM; GB",""
"FY27_Q2_GFM_AT_Agentforce_Voice_Webinar_DSE","5/6/2026","Agentforce","Austria","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Austria","German","Customer; Prospect","MM; GB",""
"FY27_Q2_GFM_CEE_Agentforce_Voice_Webinar_DSE","5/13/2026","Agentforce","CEE","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Bulgaria; Croatia; Czechia; Estonia; Georgia; Hungary; Latvia; Lithuania; Poland; Romania; Slovakia; Slovenia","English","Customer; Prospect","MM; GB; EBU",""
"FY27_Q2_GFM_DE_Agentforce_Voice_Webinar_DSE","5/6/2026","Agentforce","Germany","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Germany","German","Customer; Prospect","MM; GB",""
"FY27Q2_EMEA_GFM_BEAgentforce_reliable-ai-agents-guide-Einsteinvoice_customer_DSE","5/6/2026","Agentforce","Belgium","","Agentforce; Einstein AI; Einstein Voice; Multi-Product","Raluca Oltean-Revel","EMEA","Belgium","English","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27Q2_EMEA_GFM_NO_Agentforce_reliable-ai-agents-guide_DSE","5/6/2026","Agentforce","Norway","","Agentforce; Einstein AI; Einstein Voice; Multi-Product","Raluca Oltean-Revel","EMEA","Norway","English","Customer; Prospect","GRB; MM; GB; EBU",""
"Q2 EMEA Webinar Program_Agentforce Voice_Germany","6/10/2026","Agentforce","Germany","","Agentforce; Agentforce Service","Christian Schuetz","EMEA","Germany","German","Customer; Prospect","SMB SNR; MM; GB",""
"Q2 EMEA Webinar Program_Agentforce Voice_Austria","6/10/2026","Agentforce","Austria","","Agentforce; Agentforce Service","Christian Schuetz","EMEA","Austria","German","Customer; Prospect","SMB SNR; MM; GB",""
"Agentforce Service Guided Tour","5/20/2026","Agentforce Service","UK","","Agentforce; Agentforce Commerce; Agentforce Consumer Goods; Agentforce Service; Service Cloud Essentials","Hassan Khider","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; GB",""
"Service Cloud Forrester Report","5/20/2026","Agentforce Service","UK","","Agentforce; Agentforce Commerce; Agentforce Consumer Goods; Agentforce Service; Service Cloud Essentials","Hassan Khider","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; GB",""
"FY27_DE_July-1_Commerce_WBR","5/26/2026","Agentforce Commerce","Austria","","Agentforce Commerce; Agentforce Consumer Goods; Agentforce Retail","Christian Schuetz","EMEA","Austria","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB",""
"FY27_DE_July-1_Commerce_WBR","5/26/2026","Agentforce Commerce","Germany","","Agentforce Commerce; Agentforce Consumer Goods; Agentforce Retail","Christian Schuetz","EMEA","Germany","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB",""
"Agentforce Service Guided Tour","5/20/2026","Agentforce Service","UK","","Agentforce; Agentforce Commerce; Agentforce Consumer Goods; Agentforce Service; Service Cloud Essentials","Hassan Khider","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; GB",""
"FY27_Q2_GFM_IT_Agentforce_Reliable-ai-agents_DSE","5/28/2026","Agentforce","Italy","","Agentforce; Einstein AI; Einstein Voice","Raluca Oltean-Revel","EMEA","Italy; San Marino","Italian","Customer; Prospect","GRB; MM; GB; EBU",""
"FY27Q2_IT_July_SVC_Field Service: 3 modi per generare più ricavi dalle operazion","6/2/2026","Agentforce Field Service","Italy","","Agentforce Field Service","Rob McGlanaghy","EMEA","Holy See; Italy; San Marino","Italian","Customer","SB; ESB; GRB; MM; GB; EBU",""
